resource	period	planned_installed_capacity	min_operational_planned_capacity_mw	planned_capacity_fixed_o_and_m_dollars_per_kw_yr
CAISO_CHP	2020	2296.02	0	0
CAISO_CHP	2022	2296.02	0	0
CAISO_CHP	2026	2296.02	0	0
CAISO_CHP	2030	2296.02	0	0
CAISO_CHP	2035	1148.01	0	0
CAISO_CHP	2040	0	0	0
CAISO_CHP	2045	0	0	0
CAISO_Nuclear	2020	2935	0	0
CAISO_Nuclear	2022	2935	0	0
CAISO_Nuclear	2026	635	0	0
CAISO_Nuclear	2030	635	0	0
CAISO_Nuclear	2035	635	0	0
CAISO_Nuclear	2040	635	0	0
CAISO_Nuclear	2045	635	0	0
CAISO_CCGT1	2020	12049.47	8412	11.1149155693037
CAISO_CCGT1	2022	13333.47	8412	11.1149155693037
CAISO_CCGT1	2026	13333.47	8412	11.1149155693037
CAISO_CCGT1	2030	13333.47	8412	11.1149155693037
CAISO_CCGT1	2035	13333.47	8412	11.1149155693037
CAISO_CCGT1	2040	13333.47	8412	11.1149155693037
CAISO_CCGT1	2045	13333.47	8412	11.1149155693037
CAISO_CCGT2	2020	2927.93	1885	11.1149155693037
CAISO_CCGT2	2022	2927.93	1885	11.1149155693037
CAISO_CCGT2	2026	2927.93	1885	11.1149155693037
CAISO_CCGT2	2030	2927.93	1885	11.1149155693037
CAISO_CCGT2	2035	2927.93	1885	11.1149155693037
CAISO_CCGT2	2040	2927.93	1885	11.1149155693037
CAISO_CCGT2	2045	2927.93	1885	11.1149155693037
CAISO_Coal	2020	480	0	0
CAISO_Coal	2022	480	0	0
CAISO_Coal	2026	0	0	0
CAISO_Coal	2030	0	0	0
CAISO_Coal	2035	0	0	0
CAISO_Coal	2040	0	0	0
CAISO_Coal	2045	0	0	0
CAISO_Peaker1	2020	4913.93	3209	13.6946488516332
CAISO_Peaker1	2022	4913.93	3209	13.6946488516332
CAISO_Peaker1	2026	4913.93	3163	13.6946488516332
CAISO_Peaker1	2030	4913.93	3163	13.6946488516332
CAISO_Peaker1	2035	4913.93	3163	13.6946488516332
CAISO_Peaker1	2040	4913.93	3163	13.6946488516332
CAISO_Peaker1	2045	4913.93	3163	13.6946488516332
CAISO_Peaker2	2020	3682.71	1859	13.6946488516332
CAISO_Peaker2	2022	3682.71	1859	13.6946488516332
CAISO_Peaker2	2026	3682.71	1309	13.6946488516332
CAISO_Peaker2	2030	3682.71	1309	13.6946488516332
CAISO_Peaker2	2035	3682.71	1309	13.6946488516332
CAISO_Peaker2	2040	3682.71	1309	13.6946488516332
CAISO_Peaker2	2045	3682.71	1309	13.6946488516332
CAISO_Advanced_CCGT	2020	0	0	11.1149155693037
CAISO_Advanced_CCGT	2022	0	0	11.1149155693037
CAISO_Advanced_CCGT	2026	0	0	11.1149155693037
CAISO_Advanced_CCGT	2030	0	0	11.1149155693037
CAISO_Advanced_CCGT	2035	0	0	11.1149155693037
CAISO_Advanced_CCGT	2040	0	0	11.1149155693037
CAISO_Advanced_CCGT	2045	0	0	11.1149155693037
CAISO_Aero_CT	2020	0	0	13.6946488516332
CAISO_Aero_CT	2022	0	0	13.6946488516332
CAISO_Aero_CT	2026	0	0	13.6946488516332
CAISO_Aero_CT	2030	0	0	13.6946488516332
CAISO_Aero_CT	2035	0	0	13.6946488516332
CAISO_Aero_CT	2040	0	0	13.6946488516332
CAISO_Aero_CT	2045	0	0	13.6946488516332
CAISO_Reciprocating_Engine	2020	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2022	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2026	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2030	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2035	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2040	255.3	184	13.6946488516332
CAISO_Reciprocating_Engine	2045	255.3	184	13.6946488516332
CAISO_ST	2020	4577.22	0	11.1149155693037
CAISO_ST	2022	0	0	11.1149155693037
CAISO_ST	2026	0	0	11.1149155693037
CAISO_ST	2030	0	0	11.1149155693037
CAISO_ST	2035	0	0	11.1149155693037
CAISO_ST	2040	0	0	11.1149155693037
CAISO_ST	2045	0	0	11.1149155693037
NW_Nuclear	2020	1756.56	0	0
NW_Nuclear	2022	1756.56	0	0
NW_Nuclear	2026	1756.56	0	0
NW_Nuclear	2030	1756.56	0	0
NW_Nuclear	2035	1756.56	0	0
NW_Nuclear	2040	1756.56	0	0
NW_Nuclear	2045	1756.56	0	0
NW_Coal	2020	10664.803	0	0
NW_Coal	2022	8795.803	0	0
NW_Coal	2026	8125.803	0	0
NW_Coal	2030	7363.803	0	0
NW_Coal	2035	7363.803	0	0
NW_Coal	2040	7363.803	0	0
NW_Coal	2045	7363.803	0	0
NW_CCGT	2020	9068.308	0	0
NW_CCGT	2022	9573.428	0	0
NW_CCGT	2026	9573.428	0	0
NW_CCGT	2030	9573.428	0	0
NW_CCGT	2035	9573.428	0	0
NW_CCGT	2040	9573.428	0	0
NW_CCGT	2045	9573.428	0	0
NW_Peaker	2020	2993.17	0	0
NW_Peaker	2022	2993.17	0	0
NW_Peaker	2026	2993.17	0	0
NW_Peaker	2030	2993.17	0	0
NW_Peaker	2035	2993.17	0	0
NW_Peaker	2040	2737.53	0	0
NW_Peaker	2045	2587.53	0	0
SW_Nuclear	2020	2998	0	0
SW_Nuclear	2022	2998	0	0
SW_Nuclear	2026	2998	0	0
SW_Nuclear	2030	2998	0	0
SW_Nuclear	2035	2998	0	0
SW_Nuclear	2040	2998	0	0
SW_Nuclear	2045	2998	0	0
SW_Coal	2020	7167.6	0	0
SW_Coal	2022	7167.6	0	0
SW_Coal	2026	6265.6	0	0
SW_Coal	2030	6140.6	0	0
SW_Coal	2035	6140.6	0	0
SW_Coal	2040	6140.6	0	0
SW_Coal	2045	6140.6	0	0
SW_CCGT	2020	17015.1	0	0
SW_CCGT	2022	17015.1	0	0
SW_CCGT	2026	19421.1	0	0
SW_CCGT	2030	19741.1	0	0
SW_CCGT	2035	19152.6	0	0
SW_CCGT	2040	18498.1	0	0
SW_CCGT	2045	16156.7	0	0
SW_Peaker	2020	5989.12	0	0
SW_Peaker	2022	6262.12	0	0
SW_Peaker	2026	6808.12	0	0
SW_Peaker	2030	6301.92	0	0
SW_Peaker	2035	6237.92	0	0
SW_Peaker	2040	5481.92	0	0
SW_Peaker	2045	5481.92	0	0
SW_ST	2020	1611.5	0	0
SW_ST	2022	1611.5	0	0
SW_ST	2026	1318.5	0	0
SW_ST	2030	966.5	0	0
SW_ST	2035	824.5	0	0
SW_ST	2040	824.5	0	0
SW_ST	2045	824.5	0	0
LDWP_Nuclear	2020	407	0	0
LDWP_Nuclear	2022	407	0	0
LDWP_Nuclear	2026	407	0	0
LDWP_Nuclear	2030	407	0	0
LDWP_Nuclear	2035	407	0	0
LDWP_Nuclear	2040	407	0	0
LDWP_Nuclear	2045	407	0	0
LDWP_Coal	2020	1699.94	0	0
LDWP_Coal	2022	1699.94	0	0
LDWP_Coal	2026	0	0	0
LDWP_Coal	2030	0	0	0
LDWP_Coal	2035	0	0	0
LDWP_Coal	2040	0	0	0
LDWP_Coal	2045	0	0	0
LDWP_CCGT	2020	2291.7	0	0
LDWP_CCGT	2022	2291.7	0	0
LDWP_CCGT	2026	2985.7	0	0
LDWP_CCGT	2030	2754.7	0	0
LDWP_CCGT	2035	2754.7	0	0
LDWP_CCGT	2040	2754.7	0	0
LDWP_CCGT	2045	2754.7	0	0
LDWP_Peaker	2020	1545	0	0
LDWP_Peaker	2022	1545	0	0
LDWP_Peaker	2026	1647	0	0
LDWP_Peaker	2030	1647	0	0
LDWP_Peaker	2035	1647	0	0
LDWP_Peaker	2040	1647	0	0
LDWP_Peaker	2045	1647	0	0
LDWP_ST	2020	992	0	0
LDWP_ST	2022	992	0	0
LDWP_ST	2026	371	0	0
LDWP_ST	2030	197	0	0
LDWP_ST	2035	197	0	0
LDWP_ST	2040	197	0	0
LDWP_ST	2045	197	0	0
IID_CCGT	2020	255.3	0	0
IID_CCGT	2022	255.3	0	0
IID_CCGT	2026	255.3	0	0
IID_CCGT	2030	255.3	0	0
IID_CCGT	2035	255.3	0	0
IID_CCGT	2040	255.3	0	0
IID_CCGT	2045	255.3	0	0
IID_Peaker	2020	397	0	0
IID_Peaker	2022	397	0	0
IID_Peaker	2026	327	0	0
IID_Peaker	2030	327	0	0
IID_Peaker	2035	327	0	0
IID_Peaker	2040	327	0	0
IID_Peaker	2045	327	0	0
BANC_CCGT	2020	1863.1	0	0
BANC_CCGT	2022	1863.1	0	0
BANC_CCGT	2026	1863.1	0	0
BANC_CCGT	2030	1797.5	0	0
BANC_CCGT	2035	1797.5	0	0
BANC_CCGT	2040	1797.5	0	0
BANC_CCGT	2045	1797.5	0	0
BANC_Peaker	2020	866.99	0	0
BANC_Peaker	2022	866.99	0	0
BANC_Peaker	2026	866.99	0	0
BANC_Peaker	2030	866.99	0	0
BANC_Peaker	2035	866.99	0	0
BANC_Peaker	2040	866.99	0	0
BANC_Peaker	2045	866.99	0	0
BANC_Biomass_for_Other	2020	0	0	0
BANC_Biomass_for_Other	2022	0	0	0
BANC_Biomass_for_Other	2026	0	0	0
BANC_Biomass_for_Other	2030	0	0	0
BANC_Biomass_for_Other	2035	0	0	0
BANC_Biomass_for_Other	2040	0	0	0
BANC_Biomass_for_Other	2045	0	0	0
BANC_Geothermal_for_Other	2020	0	0	0
BANC_Geothermal_for_Other	2022	0	0	0
BANC_Geothermal_for_Other	2026	0	0	0
BANC_Geothermal_for_Other	2030	0	0	0
BANC_Geothermal_for_Other	2035	0	0	0
BANC_Geothermal_for_Other	2040	0	0	0
BANC_Geothermal_for_Other	2045	0	0	0
CAISO_Biomass_for_Other	2020	11.7	0	0
CAISO_Biomass_for_Other	2022	11.7	0	0
